Place,Name,Unnamed: 2,L32,Unnamed: 4,L16,Unnamed: 6,L8,Unnamed: 8,Semi-final,Unnamed: 10,Final,Unnamed: 12,Winner,Points,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
1,Eric L,1,Eric L,,Eric L,V,Eric L,V,Eric L,V,Eric L,,sammy,2100,11.0,Shevy,100,21
2,sammy,32,_,,Andy R,,Darran,,Val,,sammy,V,Eric L,1785,1.0,Eric L,85,21
3,Greg,17,Nat,,annabel,,Andy H,,Greg,,Val,,Greg,1575,3.0,Greg,75,21
4,Val,16,Andy R,V,Darran,V,Val,V,sammy,V,Greg,V,Val,1407,6.0,Maxie,67,21
5,Alex TE,9,annabel,,Alex TE,,Greg,V,Darran,V,Darran,,Vadym,1281,14.0,Eugene,61,21
6,Maxie,24,_,,Andy H,V,Shevy,,Andy H,,Vadym,V,Darran,1155,13.0,Richard B,55,21
7,Vadym,25,_,,Richard B,,Vadym,,Shevy,,Andy H,V,Andy H,1071,12.0,Andy H,51,21
8,Darran,8,Darran,,Val,V,sammy,V,Vadym,V,Shevy,,Shevy,987,8.0,Darran,47,21
9,annabel,5,Alex TE,,Greg,V,Andy R,V,Andy R,,Richard B,V,Richard B,903,9.0,annabel,43,21
10,Colin ,28,_,,Eugene,,annabel,,Richard B,V,Maxie,,Maxie,840,20.0,Lance,40,21
11,Shevy,21,_,,Shevy,V,Alex TE,,Maxie,V,Andy R,,Colin ,777,19.0,Phil,37,21
12,Andy H,12,Andy H,,Maxie,,Richard B,V,Colin ,,Colin ,V,Andy R,714,5.0,Alex TE,34,21
13,Richard B,13,Richard B,V,Vadym,V,Eugene,,annabel,,Alex TE,V,Alex TE,651,,,31,21
14,Eugene,20,Lance,,Colin ,,Maxie,V,Alex TE,V,Eugene,,Eugene,588,15.0,Vincent,28,21
15,Vincent,29,_,,Charlie ,,Colin ,V,Eugene,V,annabel,V,annabel,546,17.0,Nat,26,21
16,Andy R,4,Val,,sammy,V,Charlie ,,Charlie ,,Charlie ,,Charlie ,504,18.0,Charlie ,24,21
17,Nat,3,Greg,,_,,Nat,,Nat,,Lance,,Vincent,462,4.0,Val,22,21
18,Charlie ,30,_,,Nat,,_,,Lance,V,Vincent,V,Lance,420,7.0,Vadym,20,21
19,Phil,19,Phil,,_,,_,,Phil,,Nat,,Phil,378,10.0,Colin ,18,21
20,Lance,14,Eugene,V,_,,Lance,,Vincent,V,Phil,V,Nat,336,16.0,Andy R,16,21
21,_,11,Shevy,,_,,Phil,,_,,_,,_,294,2.0,sammy,14,21
22,_,22,_,,_,,_,,_,,_,,_,252,,,12,21
23,_,27,_,,Lance,,_,,_,,_,,_,210,,,10,21
24,_,6,Maxie,,_,,Vincent,,_,,_,,_,189,,,9,21
25,_,7,Vadym,,_,,_,,_,,_,,_,168,,,8,21
26,_,26,_,,Phil,,_,,_,,_,,_,147,,,7,21
27,_,23,_,,_,,_,,_,,_,,_,126,,,6,21
28,_,10,Colin ,,_,,_,,_,,_,,_,105,,,5,21
29,_,15,Vincent,,_,,_,,_,,_,,_,84,,,4,21
30,_,18,Charlie ,V,_,,_,,_,,_,,_,63,,,3,21
31,_,31,_,,Vincent,,_,,_,,_,,_,42,,,2,21
32,_,2,sammy,,_,,_,,_,,_,,_,21,,,1,21
